DOI,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial,ExtractCount
10.1016/j.euroecorev.2024.104819,CO2 emission,SOV,Historical,2017.0,US,index,10.53,,,,,,Table 8,CO2 emission relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,GDP,SSA,Historical,2017.0,US,index,5.13,,,,,,Table 8,GDP relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,Energy consumption,SSA,Historical,2017.0,US,index,4.94,,,,,,Table 8,Energy consumption relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,CO2 emission,SSA,Historical,2017.0,US,index,4.9,,,,,,Table 8,CO2 emission relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,GDP,US,Historical,2017.0,US,index,100.0,,,,,,Table 8,GDP relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,Energy consumption,US,Historical,2017.0,US,index,100.0,,,,,,Table 8,Energy consumption relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,CO2 emission,US,Historical,2017.0,US,index,100.0,,,,,,Table 8,CO2 emission relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,GDP,WEU,Historical,2017.0,US,index,81.79,,,,,,Table 8,GDP relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,Energy consumption,WEU,Historical,2017.0,US,index,67.98,,,,,,Table 8,Energy consumption relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,CO2 emission,WEU,Historical,2017.0,US,index,63.2,,,,,,Table 8,CO2 emission relative to the US in 2017,"Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US. [...] The study primarily examines the chronic trends associated with climate change, such as long-term temperature changes and their economic consequences over extended periods. [...] Table8reports GDP, energy consumption, and CO2 emissions by region relative to the US.Fig.12reports UN-projected demographics in the 18 regions. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.; Climate change will impact current and future generations in different regions very differently. [...] Climate change produces peak GDP regional losses under our ‘high damage scenario’ . . . For the US, losses peak at 17.1 percent. [...] Table 8 reports GDP, energy consumption, and CO2 emissions by region relative to the US.",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,USA,"1x case, BAU",2017.0,No CC,$ per ton of CO2,3.95,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,WEU,"1x case, BAU",2017.0,No CC,$ per ton of CO2,1.44,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,JSHK,"1x case, BAU",2017.0,No CC,$ per ton of CO2,2.04,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,CHI,"1x case, BAU",2017.0,No CC,$ per ton of CO2,5.05,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,IND,"1x case, BAU",2017.0,No CC,$ per ton of CO2,3.47,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,RUS,"1x case, BAU",2017.0,No CC,$ per ton of CO2,-0.22,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,CND,"1x case, BAU",2017.0,No CC,$ per ton of CO2,-0.18,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,EEU,"1x case, BAU",2017.0,No CC,$ per ton of CO2,0.01,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,SAP,"1x case, BAU",2017.0,No CC,$ per ton of CO2,1.72,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,USA,"1x case, BAU",2025.0,No CC,$ per ton of CO2,4.53,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,WEU,"1x case, BAU",2025.0,No CC,$ per ton of CO2,1.7,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,JSHK,"1x case, BAU",2025.0,No CC,$ per ton of CO2,2.42,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,CHI,"1x case, BAU",2025.0,No CC,$ per ton of CO2,6.17,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,IND,"1x case, BAU",2025.0,No CC,$ per ton of CO2,4.23,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,RUS,"1x case, BAU",2025.0,No CC,$ per ton of CO2,-0.21,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,CND,"1x case, BAU",2025.0,No CC,$ per ton of CO2,-0.18,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,EEU,"1x case, BAU",2025.0,No CC,$ per ton of CO2,0.02,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,SAP,"1x case, BAU",2025.0,No CC,$ per ton of CO2,2.0,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,USA,"1x case, BAU",2050.0,No CC,$ per ton of CO2,6.16,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,WEU,"1x case, BAU",2050.0,No CC,$ per ton of CO2,2.63,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,JSHK,"1x case, BAU",2050.0,No CC,$ per ton of CO2,3.83,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,CHI,"1x case, BAU",2050.0,No CC,$ per ton of CO2,10.37,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,IND,"1x case, BAU",2050.0,No CC,$ per ton of CO2,6.6,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,RUS,"1x case, BAU",2050.0,No CC,$ per ton of CO2,-0.16,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,CND,"1x case, BAU",2050.0,No CC,$ per ton of CO2,-0.13,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,EEU,"1x case, BAU",2050.0,No CC,$ per ton of CO2,0.02,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,SAP,"1x case, BAU",2050.0,No CC,$ per ton of CO2,2.72,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,USA,"1x case, BAU",2100.0,No CC,$ per ton of CO2,16.56,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,WEU,"1x case, BAU",2100.0,No CC,$ per ton of CO2,8.26,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,JSHK,"1x case, BAU",2100.0,No CC,$ per ton of CO2,12.98,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
10.1016/j.euroecorev.2024.104819,Social Cost of Carbon,CHI,"1x case, BAU",2100.0,No CC,$ per ton of CO2,36.72,,,,,,30,,"L. Kotlikoff et al. Table 9 Social cost of carbon, $ per ton of CO2, part 1. USA WEU JSHK CHI IND RUS CND EEU SAP 1x case, BAU 2017 3.95 1.44 2.04 5.05 3.47 − 0.22 − 0.18 0.01 1.72 2025 4.53 1.70 2.42 6.17 4.23 − 0.21 − 0.18 0.02 2.00 2050 6.16 2.63 3.83 10.37 6.60 − 0.16 − 0.13 0.02 2.72 2100 16.56 8.26 12.98 36.72 18.66 − 0.17 − 0.06 0.05 6.35...",1.0
