DOI,Source,Response
10.1007/s00267-024-01995-1,gemini,"This paper should *not* be included.  **XU:** No United States specific information.  **XC:** Not related to climate impacts. The paper focuses on carbon emission reduction strategies in China, which are mitigation efforts, not direct climate impacts as defined by the prompt. "
10.13866/j.azr.2024.08.16,gemini,"**XU, XO**  **Explanation:**  This paper focuses on the impacts of photovoltaic power plants in arid regions of China, specifically the Tala photovoltaic power station in Qinghai Province. Therefore, it lacks United States-specific information (XU).  While the paper touches on environmental impacts, these are primarily related to the *operation* of a specific type of power plant, not climate change impacts themselves. The reported changes in temperature, humidity, and vegetation are a result of the solar farm's presence, not a consequence of a changing climate. This makes it less relevant to a review focused on the direct impacts of climate change (XO: Not directly relevant to climate change impacts). "
10.1177/01445987241252453,gemini,"**Classification:** XU, XC  **Explanation:** This paper focuses on Vietnam, providing no United States-specific information (XU). The primary focus is on the relationship between population, CO2 emissions, and renewable energy consumption, not direct climate impacts (XC) within the US. "
10.30955/gnj.06227,gemini,"This paper should *not* be included.  **Explanation:** The study focuses on the impact of digital inclusive finance on carbon emissions in China, not the direct climate impacts within the United States.  **Codes:** XU "
10.1016/j.agrformet.2024.110147,gemini,"**Classification:** RO, XU  **Explanation:**  *   **RO:** The paper reports observed direct impacts of climate variability (changes in precipitation and soil moisture) on ecosystem processes (water vapor and CO2 fluxes, carbon sequestration) in a riparian woodland. *   **XU:** The paper does not specify where the riparian woodland being studied is located. Lacking United States specificity implies the paper should not be included.  Given both RO and XU are applicable, further examination of the full paper may be warranted if the location of the stand can be identified and the stand is in the United States. "
10.1016/j.enconman.2024.118709,gemini,"**Classification:** XU, XC  **Explanation:** This paper focuses on a solar district heating system in Denmark. It presents an energy, exergy, economic, and environmental analysis of the system. While the study touches on climate change in the abstract as a motivating factor for the technology, its primary focus is on the technical and economic performance of the system itself. The analysis does not report observed or projected *direct* climate impacts relevant to the U.S. and therefore is not relevant for the NCA review. "
10.1016/j.agrformet.2024.110140,gemini,"**Classification:** XU, RO, RP  **Explanation:**  *   **XU:** The study focuses on boreal forests in *western Canada*, not the United States. Therefore, it lacks U.S.-specific information. *   **RO:** The paper reports on observed impacts such as the relationship between mean annual temperature and forest biomass, including changes in tree mortality and growth rates. These are direct impacts on the forest ecosystem. *   **RP:** The paper includes future projections of biomass changes based on different climate scenarios, indicating projected impacts. "
10.4018/979-8-3693-5405-6,gemini,**No.**  **Explanation:** The abstract discusses building community resilience and sustainability in the face of climate change through tourism development. It does not provide specific details about observed or projected *direct climate impacts* on the U.S. It's focused on adaptation and mitigation strategies within the tourism sector.  **Codes:**  *   **XU:** No United States specific information *   **XC:** Not related to climate impacts
10.1111/maq.12866,gemini,"**Reason:** This paper connects climate change to health-disease outcomes, experiences of disaster, and migration patterns of Honduran migrants interviewed in Honduras, Mexico, and the United States. While it discusses climate change, it does not directly report or project specific, observed, direct climate impacts within the United States. The focus is on a theoretical framework and the experiences of migrants, rather than quantifiable impacts within the U.S.  **Classification:**  *   XU: No United States specific information *   XO: Excluded for another reason (theoretical framework and migration focus, rather than direct climate impacts within the U.S.) "
10.1016/j.jssas.2024.04.002,gemini,"XU, XC  This paper focuses on the MENA region (Middle East and North Africa) and does not provide U.S.-specific information (XU). The analysis primarily concerns the relationships between economic growth, energy use, CO2 emissions, and water resources in the context of water scarcity and agricultural productivity in arid environments, rather than direct climate impacts themselves (XC). "
10.1016/j.heliyon.2024.e35030,gemini,"XU, XC  This paper focuses on the relationship between tourism and carbon emissions in China and the top 80 most visited countries globally. It does not provide any U.S.-specific information (XU) or direct climate impacts (XC) relevant to the U.S. National Climate Assessment. The paper focuses on the causes and correlations of increased carbon emissions, not the direct impacts of climate change. "
10.28991/CEJ-2024-010-08-016,gemini,"XU, XO: The paper focuses on steel corrosion in Jordan, not the United States. While the methodology might be relevant, the specific findings and regional focus make it unsuitable for a U.S. National Climate Assessment review. "
10.1007/s10669-024-09969-8,gemini,"XU: No United States specific information  Explanation: The abstract focuses on infrastructure challenges in mid- and low-income countries and doesn't mention the United States. Therefore, it lacks U.S.-specific information relevant to the U.S. National Climate Assessment. "
10.1016/j.ecolecon.2024.108227,gemini,**XU**  This paper focuses on reindeer herding in Norway and Sweden and does not contain any United States-specific information. 
10.1002/ieam.4860,gemini,"**Classification:** XU, XO  **Explanation:** This paper focuses on Caribbean Small Island Developing States (SIDS), lacking United States-specific information (XU). Furthermore, the abstract suggests a focus on climate *strategies* and *institutional capacity* rather than direct climate impacts themselves, which is outside the scope of your review (XO). "
10.4018/979-8-3693-3771-4.ch016,gemini,"XU, XC, XO  Explanation: This paper focuses on the environmental impacts of foreign direct investment in Somalia, not the direct climate impacts within the United States. It also focuses on FDI and ESG, which is indirectly related to climate impacts. Therefore, the paper is not suitable for inclusion. "
10.3390/en17164177,gemini,"**No**.  **Reason:** This paper focuses on the variability and sensitivity of *models* used to estimate photovoltaic (PV) production under different meteorological conditions (temperature, solar irradiance). It highlights how different models can lead to significantly different estimates of PV energy production. This is important for the feasibility and reliability of PV systems, but it does **not** directly address the impact of climate change on human or natural systems.  **Codes:** *   XC: Not related to climate impacts *   XU: No United States specific information "
10.1177/23996544231219844,gemini,"This paper should **not** be included.  *   **XU: No United States specific information** - The paper focuses on Dakar, Senegal. "
10.1002/ppp3.10462,gemini,"**Classification:** XC, XU  **Explanation:** This paper focuses on bread wheat production in the United Kingdom, emphasizing the balance between quantity and quality, the historical context of UK agriculture, and plant breeding innovations. It does not directly discuss climate impacts, nor does it contain any U.S.-specific information. "
10.4324/9781003470908,gemini,"**Classification:** XC, XU  **Explanation:** The paper focuses on city diplomacy and international relations, mentioning climate change only as one of many global issues cities address. It does not appear to directly report on observed or projected *direct climate impacts* within the United States (the focus of the review). Therefore, it is not relevant (XC) and lacks U.S.-specific information (XU). "
10.5194/gmd-17-6437-2024,gemini,"**Classification:** XU, XC  **Explanation:** This paper focuses on improving climate models by better representing carbon and nitrogen cycles in ecosystems. While improved climate models are valuable for projecting climate impacts, this specific paper doesn't directly report observed or projected impacts in the United States. It's about model development and validation, not the impacts themselves. Also, the paper focuses on global processes and doesn't provide specific information relevant to the United States. "
10.1201/9781003263302,gemini,"XC, XU  This paper focuses on the production, processing, and nutritional aspects of oats globally. While it mentions climate-resilient farming systems, it doesn't explicitly detail direct climate impacts (observed or projected) on the U.S., making it unsuitable for a review focused on *direct climate impacts for the U.S.*. The ""nan"" keyword is also a red flag, suggesting the paper is not highly focused on climate. "
10.3390/economies12080200,gemini,XU: No United States specific information  This paper focuses on Southeast Asian countries and their macroeconomic drivers of climate change. It does not provide any information specific to the United States or its direct climate impacts. 
10.22034/igq.2024.434363.1828,gemini,This paper should **not** be included in the review.  **Explanation:** The paper focuses on the geopolitical and economic empowerment of Iran's southern coasts and its impact on seapower. It does not directly address climate change impacts in the United States.  **Classification Code:** XU: No United States specific information XC: Not related to climate impacts 
10.1016/j.heliyon.2024.e36406,gemini,"XU: The study focuses on the Tibetan Plateau, with no mention of the United States. "
10.1016/j.ecss.2024.108813,gemini,"XU: No United States specific information  Explanation: The study focuses on mangrove extent in southeast Australia, so it does not provide information relevant to the U.S. National Climate Assessment. "
10.1146/annurev-economics-100223-041958,gemini,"XC, XU  This paper primarily focuses on the economics of industrial policy within the framework of the World Trade Organization, with climate change mentioned as one of the areas where modern industrial policy operates. It doesn't seem to delve into the direct climate impacts within the U.S. specifically, focusing instead on trade policy and global economics. "
10.1016/j.scitotenv.2024.173405,gemini,"**Classification:** XU  **Explanation:** This paper focuses on the Nyong River Basin in Central Africa, so it does not provide United States specific information. "
10.3390/en17163902,gemini,"XU: No United States specific information.  This paper focuses on the heating and cooling sector in Greece, not the United States, and therefore is not relevant for the U.S. National Climate Assessment. "
10.1016/j.heliyon.2024.e36284,gemini,"This paper should *not* be included.  **XU: No United States specific information**  The study focuses on air quality in Magdalena department, Colombia, and therefore does not provide information relevant to the U.S. National Climate Assessment. "
10.1007/s10668-023-03638-7,gemini,"Based on the abstract, this paper should **not** be included in your review.  *   **XU:** The paper focuses on small farmers in developing nations, lacking specific information related to the United States. "
10.1002/for.3124,gemini,"XC, XU  This paper focuses on forecasting carbon emissions using a new statistical method. It does not address direct climate impacts (XC) and doesn't provide US-specific information (XU). It's about improving the methodology for emission forecasting, not about the impacts of climate change itself. "
10.3390/jcm13164754,gemini,"XU: No United States specific information. The study focuses on East German adults, making it irrelevant to the U.S. National Climate Assessment. "
10.1360/TB-2023-1245,gemini,"**Classification:** XU, XC  **Explanation:** While the paper discusses environmental stressors and their impact on brain development, it does not explicitly focus on climate change impacts *specifically*. It mentions pollutants and climate as environmental factors, but it's a broad overview, and doesn't directly link specific climate change impacts to specific brain development effects. Additionally, the paper does not provide any United States-specific information. Therefore, it's primarily related to general environmental health rather than direct climate impacts within the US context. "
10.3390/cli12080110,gemini,"XU, RP  This paper focuses on projected climate change impacts on wheat production in Pakistan, lacking U.S.-specific information (XU). It also reports on projected, not observed, impacts (RP). While potentially relevant to global food security, it's outside the scope of a U.S. National Climate Assessment focused on direct climate impacts within the United States. "
10.1016/j.scitotenv.2024.173601,gemini,"XU, RO  The paper focuses on Lake Chaohu in China, so it lacks U.S.-specific information (XU). However, it does report observed direct impacts of climate extremes (heatwave and drought) on cyanobacterial blooms (RO). Although the study is not in the US, the observed relationship may be used for comparison to US lakes, and may be used in an international context. "
10.1002/ieam.4924,gemini,"**Reasoning:**  While the paper acknowledges that habitat loss can be driven by a changing climate, the primary focus is on the impact of pesticides (specifically pyraclostrobin) on amphibian populations, considering wetland hydroregime and larval development. The study models pesticide exposure and its interaction with hydroregime based on weather data, but it does not directly quantify or project the direct climate impacts themselves on amphibians or other ecological systems, infrastructure, or human health, or any other valued asset. The study does model some amount of climate based variability, but it is as a confounder to the impact of pesticides, so the paper does not directly report either observed or projected impacts of climate on valued assets.  **Classification:**  XC: Not related to climate impacts "
10.1016/j.jclepro.2024.143048,gemini,"XC, XU  Explanation: This paper focuses on technological and economic analysis of reducing CO2 emissions from steel production. While relevant to climate change *mitigation*, it does *not* address direct climate impacts (RO, RP) in the US. "
10.3390/horticulturae10080874,gemini,"XV, XU.  This paper focuses on genetic selection for heat tolerance in tomatoes, which could eventually be economically beneficial, but the study does not describe impacts that are valued in economic terms, nor does it present specific data for the United States. "
10.1016/j.worlddev.2024.106678,gemini,"**Classification:** XU, XO  **Explanation:** The paper does not focus on direct climate impacts within the United States (XU). Instead, it examines the *distribution* of adaptation finance in Madagascar and Mauritius, which is related to climate adaptation *responses*, not direct climate impacts (XO - Outside the scope of direct climate impacts, focuses on adaptation finance governance). "
10.3390/wevj15080375,gemini,"**Include:** RP  **Explanation:**  The abstract indicates the paper discusses lifecycle greenhouse gas emissions reductions from EV adoption, compared to internal combustion engine vehicles. While it doesn't explicitly mention specific, direct climate impacts like infrastructure damage, the reduction of greenhouse gas emissions is directly related to *mitigating* future climate impacts. This makes it relevant for a review of climate impacts as it discusses a pathway to reduce the *projected* negative consequences of climate change. It does not have any of the reasons for exclusion listed. "
10.3390/su16167220,gemini,"**Classification:** RP, XU  **Explanation:** The paper discusses climate change uncertainties and resilience, suggesting it projects future impacts. However, it appears to be a general methodology with a case study that may or may not be U.S.-specific, and the abstract suggests a national-scale approach *in general*, not necessarily focused on the United States. Therefore, it is excluded for lacking U.S.-specific information. "
10.3390/land13081250,gemini,"**Classification:** XU, XO  **Explanation:**  *   **XU:** The study focuses on the Caatinga biome in Brazil, providing no specific information relevant to the United States. *   **XO:** The study focuses on land use and land cover changes driven by cattle ranching and agriculture, not direct climate impacts. It examines the *drivers* of change in a specific ecosystem, rather than the direct impacts of climate change itself. While climate change may exacerbate the problems described, the core findings are not focused on climate impacts within the US. "
10.3390/app14167125,gemini,"This paper should *not* be included in the review.  **Codes:**  *   **XC:** Not related to climate impacts *   **XU:** No United States specific information  **Explanation:**  While the paper discusses water scarcity, a climate-sensitive issue, it primarily focuses on the *economic and social* challenges of water allocation between residents and the tourism industry in *Spain*. It doesn't directly analyze or report on direct climate impacts themselves. Also, it is not United States specific. "
10.3390/su16166982,gemini,"XC, XU  This paper focuses on the techno-economic assessment of bifacial PV systems in desert environments globally, with no specific focus on climate impacts or the United States. "
10.3390/su16166935,gemini,XU: No United States specific information.  This paper focuses on China's carbon emissions and industrial structure. It doesn't provide information relevant to direct climate impacts within the U.S. 
10.1098/rspb.2024.0511,gemini,"XU, XO  Explanation: This paper, while studying climate warming, focuses on a specific species (Eurasian perch) and ecosystem effects outside the U.S. and lacks a clear tie-in to the US National Climate Assessment (XU). It is also largely ecological, and not directly relevant to the economic/societal impacts which this NCA chapter would address (XO). "
10.1016/j.scitotenv.2024.173521,gemini,"XU: No United States specific information. The study focuses on tree species in northern China, so it doesn't directly inform the U.S. National Climate Assessment. "
10.1016/j.wace.2024.100699,gemini,"XU, XO  This paper focuses on an extreme rainfall event in Eastern Northeast Brazil, making it not specific to the United States (XU). While it discusses the impact of climate change on the intensity of rainfall events, the geographical focus makes it irrelevant to a U.S. National Climate Assessment review (XO). "
10.1007/s40588-024-00224-x,gemini,"**RO, RP**  This paper discusses the observed and projected impacts of climate change (warming temperatures, extreme weather events) on the distribution and incidence of human fungal pathogens. This directly relates to human health, a key area of concern for direct climate impacts. The paper also notes that impacts are already occurring and expected to worsen, satisfying both observed and projected impacts. The paper does not appear to be excluded by any codes. "
10.1016/j.igd.2024.100139,gemini,XU  This paper focuses on China's CO2 emissions and does not provide any US-specific information on climate impacts. 
10.1007/s11104-024-06569-y,gemini,This paper should *not* be included in the review.  **XU:** The study is based in NE China (Hani peatland) and does not provide United States-specific information. 
10.1111/sjpe.12377,gemini,"XC, XU  This paper focuses on the effectiveness of structural reforms in the energy sector on environmental outcomes and green growth, using a panel of 25 *advanced* economies. It doesn't directly address *climate impacts* (XC) in the U.S. or project future impacts. Also, the study does not contain United States specific information (XU). "
10.1002/pip.3797,gemini,"**Classification:** XU, XO  **Explanation:** The paper focuses on the environmental impacts of solar PV *manufacturing*, primarily in Europe and China, not the *direct climate impacts* of climate change within the United States. While related to climate mitigation, it doesn't address how climate change is directly affecting the US. Additionally, the focus is on manufacturing impacts, not the direct physical impacts the National Climate Assessment focuses on. Thus, it is excluded for being outside the scope of direct climate impacts in the US. "
10.3390/rs16163044,gemini,This paper should **not** be included in the review.  **XU**: The study focuses on soil moisture in Romanian ecoregions and does not provide any United States-specific information. 
10.1111/1758-5899.13152,gemini,"XC, XU  Explanation: The paper primarily discusses legal and policy changes needed for sustainability in the UK and doesn't focus on observed or projected *direct climate impacts* or the *United States*. "
10.13227/j.hjkx.202309054,gemini,This paper should *not* be included in the review.  *   **XU:** The paper focuses on the Hangzhou Metropolitan Area in China and does not provide U.S.-specific information. 
10.1007/s12649-024-02506-3,gemini,"**Classification:** XU, XA, XO  **Explanation:**  *   **XU:** The abstract doesn't mention any United States specific information or analysis. *   **XA:** The paper is a review, meaning it synthesizes existing research rather than presenting new analysis. *   **XO:** The paper focuses on the *indirect* impact of the COVID-19 pandemic on carbon neutrality efforts. It doesn't address *direct* climate impacts like extreme weather events, sea level rise, or changes in temperature and precipitation patterns. "
10.5194/amt-17-4629-2024,gemini,"**XU, XC**  This paper is not directly relevant to the U.S. National Climate Assessment for direct climate impacts because:  *   **XU:** It focuses on data from Hungary, not the United States. *   **XC:** It primarily discusses CO2 measurements and trends, rather than specific direct climate impacts on sectors like infrastructure, health, or agriculture. While it mentions some broad climate-related effects (earlier start and extended summer CO2-deficit), these are not presented as concrete, direct impacts relevant to the NCA's scope. "
10.3390/en17163989,gemini,"XC, XA  This paper focuses on renewable power systems and their role in mitigating climate change. It's a meta-analysis, meaning it reviews existing literature, not presenting new impact data. As such, it doesn't report on direct climate impacts (observed or projected) and does not meet the inclusion criteria for the review. It does not discuss climate impacts. "
10.1021/acssuschemeng.4c01285,gemini,"XC, XU  Explanation: This paper focuses on the optimization of a chemical process (isopropyl alcohol recovery) using a specific technique (vacuum membrane distillation). While it aims to improve the sustainability of the process, it doesn't directly address or analyze climate change impacts. Also, there is no US specific information. "
10.13287/j.1001-9332.202408.029,gemini,"**XU**  This paper focuses on methane emissions from paddy fields, which is relevant to climate change, but it lacks specific information or analysis related to the United States. Therefore, it doesn't directly address the impact of climate change within the U.S. "
10.1007/s00484-024-02715-4,gemini,"XU: No United States specific information. The study focuses on the potential distribution of the Fall armyworm in India, not the U.S. "
10.5194/ascmo-10-95-2024,gemini,"**XU, RO**  This paper focuses on the Caribbean Antilles islands, so it lacks specific information about the United States (XU). However, it *does* report observed direct impacts of climate (storms, rainfall) on economic growth (RO), so it could still be potentially relevant depending on the scope of the review and the interpretation of ""direct climate impacts."" Since Puerto Rico is included in the analysis, it is *possible* that this information is relevant to the NCA. "
10.11975/j.issn.1002-6819.202312189,gemini,**Classification:** XU  **Explanation:** This study focuses on the Haihe Plain in China and does not provide any information specific to the United States. 
10.7522/j.issn.1000-0240.2024.0109,gemini,"XU, XO  This paper focuses on the Qinghai-Xizang Plateau in China, so it lacks United States-specific information (XU). While the study examines the impact of climate change on vegetation, its geographic focus makes it irrelevant to the U.S. National Climate Assessment (XO: Irrelevant geographic focus). "
10.1016/j.igd.2024.100138,gemini,"XU: No United States specific information. This paper analyzes data from 41 countries, not specifically the United States. While the findings may be relevant in a broader context, it lacks the U.S.-specific focus required for the National Climate Assessment's direct climate impacts review. "
10.1016/j.agrformet.2024.110142,gemini,"XU, XO  This paper focuses on a semi-arid woodland in South Australia, so it lacks United States-specific information (XU). Additionally, the focus is on gross primary production and climate legacies in an ecosystem context, which, while relevant to broader climate impacts, does not directly translate into impacts typically considered in a National Climate Assessment review (XO - lacks direct impact focus, specifically on human or economic systems). "
10.1071/AN23406,gemini,"**Classification:** XC, XU  **Explanation:** This paper focuses on improving livestock production in Southeast Asia, specifically Cambodia and Laos. While it mentions ""climate variability"" as an ongoing challenge, the primary focus is on nutrition, disease control, and market access for smallholder farmers. It does not provide any information on direct climate impacts relevant to the U.S. National Climate Assessment, nor is the location relevant. "
10.1016/j.forpol.2024.103270,gemini,"Based on the abstract and keywords, this paper should **not** be included.  **XU: No United States specific information** - The study focuses on Norway and the EU LULUCF regulation. "
10.1177/01445987241238260,gemini,This paper should not be included in the review.  **XU:** The study focuses on China and provides no United States-specific information. 
10.1016/j.jmarsys.2024.103991,gemini,"**XU: No United States specific information**  This paper focuses on marine environmental variability in Northern Patagonia, Argentina. It does not provide any information relevant to climate impacts within the United States. "
10.1002/asia.202300926,gemini,"XC, XU  Explanation: This paper focuses on hydrogen storage technology, which is related to climate *mitigation* (reducing greenhouse gas emissions) rather than direct climate *impacts*. It also lacks a specific focus on the United States. "
10.1016/j.apsusc.2024.160227,gemini,XC  This paper focuses on the surface treatment of high entropy alloys for biomedical applications. It has no connection to climate impacts. 
10.2166/wst.2024.272,gemini,"XC, XU  This paper focuses on the efficiency of low-temperature anaerobic digestion for treating agro-food wastewater. While it touches on environmental sustainability and wastewater treatment, it doesn't directly address climate change impacts, nor is it specific to the United States. "
10.1016/j.scs.2024.105548,gemini,"RP, XU  The paper models the long-term resilience of urban transportation systems to various disturbances, including climate change. This means it reports projected (RP) impacts. However, the case study is Singapore (XU), making it less relevant to a U.S. National Climate Assessment review of direct climate impacts. "
10.1002/ppp3.10480,gemini,"**XU, XO**  **Explanation:** This paper focuses on Central America, so it lacks U.S.-specific information (XU). While it touches on climate change impacts on coffee production, it primarily focuses on breeding programs and their effectiveness in adapting to these changes. It doesn't directly report observed or projected impacts in a way that's readily usable for the U.S. National Climate Assessment (XO: Focus of the paper is more on adaptation strategies than on direct climate impacts). "
10.1007/s11069-024-06589-y,gemini,"XU, XO: This paper focuses on water resource management in Iran and does not provide U.S.-specific information. While it discusses climate change as a contributing factor to water scarcity, its primary focus is on policy and management strategies in a specific geographic location outside of the U.S. Therefore, it's not directly relevant to the U.S. National Climate Assessment review of direct climate impacts. "
10.1016/j.scitotenv.2024.173570,gemini,"XU, XO  Explanation: The study focuses on lakes in Fennoscandia (Sweden and Finland), so it has no United States-specific information (XU). Additionally, while the abstract mentions ""global change,"" the specific drivers and impacts on phytoplankton are not directly tied to the types of direct climate impacts that are generally assessed for the U.S. National Climate Assessment (e.g., specific events or risks related to extreme weather, gradual temperature changes, etc.). The changes are on a more indirect level of a biological response, therefore excluding it (XO). "
10.1016/j.jenvman.2024.121827,gemini,"XU: No United States specific information.  The paper analyzes global data and does not focus on the United States. Therefore, it should not be included in the review for the U.S. National Climate Assessment. "
10.1177/0958305X231151683,gemini,"XU, XC  This paper focuses on China and agricultural carbon productivity. While agricultural carbon productivity is *related* to climate change, it is not a *direct climate impact* in the sense of, for example, crop loss due to drought or flooding. It's about mitigating climate change, not experiencing its direct effects. The study also contains no U.S. specific information. "
10.1142/S0218126624501913,gemini,"**Classification:** XC, XU  **Explanation:** The paper focuses on economic forecasting in smart cities using deep neural networks, with data from China. It does not address any direct climate impacts or provide United States specific information. "
10.1016/j.rser.2024.114546,gemini,"XC, XU  Explanation: This paper focuses on measuring energy transition and decarbonization efforts, and while related to climate change mitigation, it doesn't directly address observed or projected *direct climate impacts* on the U.S. Specifically, it measures progress towards carbon neutrality, but does not analyze the resulting impacts of climate change (e.g., increased flooding, heat waves, etc). Also, it does not contain United States specific information. "
10.1016/j.mtener.2024.101646,gemini,"XC  Explanation: This paper focuses on improving the efficiency and sustainability of luminescent solar concentrators. While sustainability is a tangential connection to climate change, the paper does not directly address climate impacts, observed or projected. The focus is on materials science and engineering, not climate impacts. "
10.3390/su16156639,gemini,"**XC:** Not related to climate impacts  **Explanation:** This paper focuses on mitigation strategies (CCS and CCU) to reduce CO2 emissions and achieve net-zero emissions. It does not directly address or analyze the *impacts* of climate change (e.g., effects of sea level rise, extreme weather events, changing temperatures on human and natural systems). Therefore, it's not relevant to a review focused on direct climate impacts. "
10.1016/j.jobe.2024.109471,gemini,"XC, XU  This paper focuses on a novel concrete mixture using recycled materials. While it discusses CO2 emissions associated with production, it doesn't address direct climate impacts in the U.S. and is therefore not relevant to the review. "
10.1108/978-1-83753-674-020241003,gemini,"Based on the abstract, this paper focuses primarily on climate change *mitigation* within the tourism industry, rather than the *direct impacts* of climate change. Therefore, it should be excluded.  Code: XC, XU Explanation: The paper is focused on mitigation strategies and policies, not direct climate impacts, and it does not seem to focus on the United States specifically. "
10.1111/gcb.17485,gemini,"**Codes:** RP, XU  **Explanation:** The paper projects the impact of climate change on liana abundance in *tropical forests* globally. This impacts carbon storage, which could be relevant to climate regulation, but the study doesn't focus on specific impacts within the United States (XU). It projects impacts (RP) rather than reporting observed impacts. "
10.3168/jds.2023-24417,gemini,"**RO**  **Explanation:** The paper reports observed direct impacts of climate change (specifically heat stress) on dairy heifer growth and potentially on their future productivity, which has economic implications for the dairy industry. It directly links heat stress events due to global climate change with compromised offspring performance. "
10.1007/s00382-024-07317-9,gemini,"XU, RP  The paper focuses on global vegetation resilience under different climate scenarios. While it touches on climate impacts on terrestrial ecosystems, it doesn't specifically address the U.S. (XU). Furthermore, it projects future impacts (RP) rather than reporting on observed impacts within the U.S. "
10.1016/j.fcr.2024.109508,gemini,"XU: No United States specific information.  This paper focuses on a study conducted in North China. While the topic of soil erosion and conservation tillage is relevant to climate impacts, the specific findings and data are not applicable to the U.S. National Climate Assessment, which requires U.S.-specific information. "
10.1111/jpy.13483,gemini,"**Classification:** XU  **Explanation:** This paper focuses on kelp in Hokkaido, Japan. It does not contain any U.S.-specific information, so it is not relevant to the U.S. National Climate Assessment. "
10.1029/2024GH001092,gemini,"XU, XO: The paper focuses on heatwave mortality in Spanish cities. It is not specific to the United States (XU). Furthermore, the U.S. National Climate Assessment requires research specific to the U.S. unless it is highly impactful or relevant to the direct impact being reviewed, which this study on Spain is not (XO: lacks U.S. relevance). "
10.1016/j.cities.2024.105117,gemini,"**Classification:** RP, XU  **Explanation:**  *   **RP:** The paper projects future exposures based on urbanization trends and IPCC climate scenarios, which qualifies as reporting projected direct impacts. *   **XU:** The abstract mentions Europe and North America, but the primary focus is on global trends and regions like South Asia and West Africa. There's no specific information or analysis pertaining to the U.S., which is the focus of the National Climate Assessment review. "
10.21138/GF.821,gemini,"XU: No United States specific information  This paper focuses on frost risk in almond growing areas of the Alicante province in Spain. It does not contain any U.S.-specific information, making it unsuitable for inclusion in the U.S. National Climate Assessment. "
10.1016/j.ecoenv.2024.116627,gemini,"**Classification:** XU, XO  **Explanation:** This paper focuses on the impact of NO2 exposure on mortality and life expectancy among the elderly in China, lacking specific relevance to the United States (XU). While air quality and climate change are related, this paper does not directly address the *climate* impacts; it investigates the health impacts of a specific air pollutant. The direct climate impact is indirect through regulation or infrastructure (XO: Indirect link to climate impacts - focuses on air pollution, not direct impacts of climate change). "
10.1111/ppa.13891,gemini,"XU: No United States specific information XC: Not related to climate impacts  Explanation: The study focuses on potato viruses in Scotland, making it not specific to the United States. While temperature is mentioned as an influence, the study primarily focuses on the epidemiology of potato viruses and management practices, not direct climate impacts in the US. "
10.1038/s41586-024-07629-0,gemini,"XU, RO  Explanation: The paper does not focus on the United States (XU). However, it does report observed impacts to tropical forests (RO), which are ecosystems. The degradation of tropical forests has implications for global climate regulation. Given the broad scope of the initial search, this paper could be included as background on the global context of climate change impacts, specifically on forests, which could indirectly relate to the U.S. through global carbon cycles and trade. "
10.1093/oso/9780198892212.001.0001,gemini,"Based on the abstract, this paper should **not** be included.  *   **XC:** Not related to climate impacts. The paper focuses on the role of state-owned enterprises in resource governance and industrial development within the context of decarbonization and the clean energy transition. It doesn't directly address or analyze the *direct* impacts of climate change (e.g., extreme weather events, sea-level rise, etc.). *   **XU:** No United States specific information. The examples focus on Brazil and Chile. "
10.1002/cssc.202400466,gemini,"XC  This paper focuses on improving the efficiency and stability of perovskite solar cells. While solar cells are a part of the climate change mitigation effort, the paper itself doesn't discuss the direct impacts of climate change on any system. "
10.3390/su16156510,gemini,"**Classification:** XU, XV  **Explanation:** This paper focuses on the economic aspects of Passivhaus construction, primarily in Europe and New Zealand. It lacks specific information about the United States (XU). While it mentions climate change as a driver for Passivhaus adoption, it doesn't quantify or analyze direct climate impacts in economic terms (XV). The focus is on cost-related drivers and barriers, not on the direct costs or benefits related to climate impacts. "
10.1111/jace.19828,gemini,"The paper should *not* be included.  **XO:** The paper focuses on the potential of geopolymers and alkali-activated materials to *mitigate* climate change. While mitigation is important, it doesn't directly address the *impacts* of climate change, which is the focus of your review. "
10.1007/s11356-024-34603-0,gemini,"**XC: Not related to climate impacts**  **Explanation:** This paper focuses on the relationship between energy dynamics (carbon emissions, energy consumption, etc.) and economic growth in the United States. While carbon emissions are related to climate change, the paper does not directly analyze or report observed or projected impacts *from* climate change *on* various sectors. It's an economic analysis of energy markets, not a study of climate impacts. "
10.1007/s10584-024-03781-8,gemini,"XU  This paper focuses on the Antalya basin in Türkiye, and therefore does not contain United States specific information. "
10.1007/s10668-023-03521-5,gemini,"XU: No United States specific information.  This paper focuses on the Middle East and North African countries, not the United States. Therefore, it should not be included in a review of direct climate impacts for the U.S. National Climate Assessment. "
10.1016/j.gloplacha.2024.104493,gemini,"This paper should **not** be included in the review.  **XA:** No new analysis (using previously-published work) **XO:** Focuses on *paleoclimate* impacts driven by grand orbital cycles over millions of years, not on the direct climate impacts relevant to the National Climate Assessment (which typically focuses on contemporary or near-future impacts relevant to human society). "
10.1016/j.catena.2024.108205,gemini,"XU: No United States specific information.  This study focuses on Lake Balkhash in Central Asia, and therefore does not provide information directly relevant to the U.S. National Climate Assessment. "
10.1016/j.scitotenv.2024.173338,gemini,"**XU**: No United States specific information.  **Explanation:** The study is a global meta-analysis and does not provide specific information or analysis relevant to the United States. Therefore, it's not suitable for inclusion in the U.S. National Climate Assessment review. "
