,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
195,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.03,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 10"
196,GDP,Germany,"Scenario 1, σ=3.7",2020,Base Year,%,-0.03,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 10"
197,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.12,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 10"
198,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.11,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 10"
199,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.10,NA,NA,NA,NA,NA,7,"Imperfect foresight, month 10"
200,GDP,Germany,"Scenario 1, σ=1.7",2020,Base Year,%,-0.01,NA,NA,NA,NA,NA,7,"Perfect foresight, month 10"
201,GDP,Germany,"Scenario 1, σ=2.7",2020,Base Year,%,-0.01,NA,NA,NA,NA,NA,7,"Perfect foresight, month 10"
202,GDP,Germany,"Scenario 2, σ=1.7",2020,Base Year,%,-0.03,NA,NA,NA,NA,NA,7,"Perfect foresight, month 10"
203,GDP,Germany,"Scenario 2, σ=2.7",2020,Base Year,%,-0.03,NA,NA,NA,NA,NA,7,"Perfect foresight, month 10"
204,GDP,Germany,"Scenario 2, σ=3.7",2020,Base Year,%,-0.02,NA,NA,NA,NA,NA,7,"Perfect foresight, month 10"
205,GDP,Germany,MY,2020,No CC,%,-14.3,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
206,GDP,Germany,IM,2020,No CC,%,-14.3,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
207,GDP,Germany,PE,2020,No CC,%,-13.0,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
208,Employment,Germany,MY,2020,No CC,%,-7.4,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
209,Employment,Germany,IM,2020,No CC,%,-7.4,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
210,Employment,Germany,PE,2020,No CC,%,-6.7,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
211,Water use,Germany,MY,2020,No CC,%,-15.7,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
212,Water use,Germany,IM,2020,No CC,%,-15.7,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
213,Water use,Germany,PE,2020,No CC,%,-14.2,NA,NA,NA,NA,NA,8,"Agriculture, forestry & fishing sector"
214,GDP,Germany,MY,2020,No CC,%,-2.2,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
215,GDP,Germany,IM,2020,No CC,%,-2.2,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
216,GDP,Germany,PE,2020,No CC,%,-1.9,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
217,Employment,Germany,MY,2020,No CC,%,-2.1,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
218,Employment,Germany,IM,2020,No CC,%,-2.1,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
219,Employment,Germany,PE,2020,No CC,%,-1.9,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
220,Water use,Germany,MY,2020,No CC,%,-2.5,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
221,Water use,Germany,IM,2020,No CC,%,-2.5,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
222,Water use,Germany,PE,2020,No CC,%,-2.0,NA,NA,NA,NA,NA,8,Food (& tobacco) sector
223,GDP,Germany,MY,2020,No CC,%,-2.0,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
224,GDP,Germany,IM,2020,No CC,%,-2.0,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
225,GDP,Germany,PE,2020,No CC,%,-1.7,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
226,Employment,Germany,MY,2020,No CC,%,-1.0,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
227,Employment,Germany,IM,2020,No CC,%,-1.0,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
228,Employment,Germany,PE,2020,No CC,%,-0.8,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
229,Water use,Germany,MY,2020,No CC,%,-2.2,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
230,Water use,Germany,IM,2020,No CC,%,-2.2,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
231,Water use,Germany,PE,2020,No CC,%,-1.9,NA,NA,NA,NA,NA,8,"Electricity, transmission & distribution sector"
232,GDP,Germany,MY,2020,No CC,%,0.1,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
233,GDP,Germany,IM,2020,No CC,%,0.1,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
234,GDP,Germany,PE,2020,No CC,%,0.1,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
235,Employment,Germany,MY,2020,No CC,%,0.2,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
236,Employment,Germany,IM,2020,No CC,%,0.2,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
237,Employment,Germany,PE,2020,No CC,%,0.1,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
238,Water use,Germany,MY,2020,No CC,%,0.1,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
239,Water use,Germany,IM,2020,No CC,%,0.1,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
240,Water use,Germany,PE,2020,No CC,%,0.0,NA,NA,NA,NA,NA,8,Manufacture of motor vehicles sector
241,GDP,Germany,MY,2020,No CC,%,-32.7,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Myopic investment behavior."
242,GDP,Germany,IM,2020,No CC,%,-32.5,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Imperfect foresight investment behavior."
243,GDP,Germany,PE,2020,No CC,%,-30.2,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Perfect foresight investment behavior."
244,Employment,Germany,MY,2020,No CC,%,-17.0,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Myopic investment behavior."
245,Employment,Germany,IM,2020,No CC,%,-16.9,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Imperfect foresight investment behavior."
246,Employment,Germany,PE,2020,No CC,%,-15.7,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Perfect foresight investment behavior."
247,Water use,Germany,MY,2020,No CC,%,-35.8,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Myopic investment behavior."
248,Water use,Germany,IM,2020,No CC,%,-35.6,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Imperfect foresight investment behavior."
249,Water use,Germany,PE,2020,No CC,%,-33.1,NA,NA,NA,NA,NA,p. 9,"Agriculture, forestry & fishing sector, temporal water scarcity event, Perfect foresight investment behavior."
250,GDP,Germany,MY,2020,No CC,%,-5.2,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Myopic investment behavior."
251,GDP,Germany,IM,2020,No CC,%,-5.1,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Imperfect foresight investment behavior."
252,GDP,Germany,PE,2020,No CC,%,-4.5,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Perfect foresight investment behavior."
253,Employment,Germany,MY,2020,No CC,%,-4.9,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Myopic investment behavior."
254,Employment,Germany,IM,2020,No CC,%,-4.9,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Imperfect foresight investment behavior."
255,Employment,Germany,PE,2020,No CC,%,-4.4,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Perfect foresight investment behavior."
256,Water use,Germany,MY,2020,No CC,%,-5.8,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Myopic investment behavior."
257,Water use,Germany,IM,2020,No CC,%,-5.8,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Imperfect foresight investment behavior."
258,Water use,Germany,PE,2020,No CC,%,-5.0,NA,NA,NA,NA,NA,p. 9,"Food (& Tobacco) sector, temporal water scarcity event, Perfect foresight investment behavior."
259,GDP,Germany,MY,2020,No CC,%,-4.7,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Myopic investment behavior."
260,GDP,Germany,IM,2020,No CC,%,-4.7,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Imperfect foresight investment behavior."
261,GDP,Germany,PE,2020,No CC,%,-4.2,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Perfect foresight investment behavior."
262,Employment,Germany,MY,2020,No CC,%,-2.3,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Myopic investment behavior."
263,Employment,Germany,IM,2020,No CC,%,-2.3,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Imperfect foresight investment behavior."
264,Employment,Germany,PE,2020,No CC,%,-2.0,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Perfect foresight investment behavior."
265,Water use,Germany,MY,2020,No CC,%,-5.1,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Myopic investment behavior."
266,Water use,Germany,IM,2020,No CC,%,-5.1,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Imperfect foresight investment behavior."
267,Water use,Germany,PE,2020,No CC,%,-4.6,NA,NA,NA,NA,NA,p. 9,"Electricity, transmission & distribution sector, temporal water scarcity event, Perfect foresight investment behavior."
