,Outcome,Country(ies),Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
138,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0096,NA,NA,NA,NA,NA,24,Coefficient for temperature with two lags; t-statistic (0.60)
139,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0048,NA,NA,NA,NA,NA,24,Coefficient for temperature with three lags; t-statistic (0.32)
140,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0029,NA,NA,NA,NA,NA,24,Coefficient for temperature with four lags; t-statistic (0.19)
141,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0040,NA,NA,NA,NA,NA,24,Coefficient for temperature with five lags; t-statistic (-0.28)
142,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0007,NA,NA,NA,NA,NA,24,Coefficient for temperature squared with no lags; t-statistic (-1.89)
143,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0007,NA,NA,NA,NA,NA,24,"Coefficient for temperature squared with one lag; t-statistic (-2.08), p<0.05"
144,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0004,NA,NA,NA,NA,NA,24,Coefficient for temperature squared with two lags; t-statistic (-1.25)
145,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0003,NA,NA,NA,NA,NA,24,Coefficient for temperature squared with three lags; t-statistic (-0.99)
146,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0003,NA,NA,NA,NA,NA,24,Coefficient for temperature squared with four lags; t-statistic (-0.87)
147,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0002,NA,NA,NA,NA,NA,24,Coefficient for temperature squared with five lags; t-statistic (-0.51)
148,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0150,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature with one lag; t-statistic (-0.88)
149,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0035,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature with two lags; t-statistic (-0.33)
150,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0049,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature with three lags; t-statistic (-0.46)
151,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0043,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature with four lags; t-statistic (-0.43)
152,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0009,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature with five lags; t-statistic (0.10)
153,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0165,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature with two lags; t-statistic (-0.95)
154,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0180,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature with three lags; t-statistic (-1.01)
155,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0206,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature with four lags; t-statistic (-1.10)
156,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0240,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature with five lags; t-statistic (-1.32)
157,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0061,NA,NA,NA,NA,NA,24,Coefficient for L3.Temperature with three lags; t-statistic (0.65)
158,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0049,NA,NA,NA,NA,NA,24,Coefficient for L3.Temperature with four lags; t-statistic (0.44)
159,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0046,NA,NA,NA,NA,NA,24,Coefficient for L3.Temperature with five lags; t-statistic (0.44)
160,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0021,NA,NA,NA,NA,NA,24,Coefficient for L4.Temperature with four lags; t-statistic (0.17)
161,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0020,NA,NA,NA,NA,NA,24,Coefficient for L4.Temperature with five lags; t-statistic (-0.18)
162,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0083,NA,NA,NA,NA,NA,24,Coefficient for L5.Temperature with five lags; t-statistic (1.18)
163,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0004,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature squared with one lag; t-statistic (1.18)
164,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0002,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature squared with two lags; t-statistic (0.93)
165,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0003,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature squared with three lags; t-statistic (1.09)
166,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0002,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature squared with four lags; t-statistic (1.06)
167,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0001,NA,NA,NA,NA,NA,24,Coefficient for L.Temperature squared with five lags; t-statistic (0.69)
168,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0003,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature squared with two lags; t-statistic (0.77)
169,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0003,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature squared with three lags; t-statistic (0.82)
170,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0004,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature squared with four lags; t-statistic (0.94)
171,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0004,NA,NA,NA,NA,NA,24,Coefficient for L2.Temperature squared with five lags; t-statistic (1.16)
172,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0002,NA,NA,NA,NA,NA,24,Coefficient for L3.Temperature squared with three lags; t-statistic (-0.85)
173,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0002,NA,NA,NA,NA,NA,24,Coefficient for L3.Temperature squared with four lags; t-statistic (-0.81)
174,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0002,NA,NA,NA,NA,NA,24,Coefficient for L3.Temperature squared with five lags; t-statistic (-0.83)
175,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0001,NA,NA,NA,NA,NA,24,Coefficient for L4.Temperature squared with four lags; t-statistic (0.31)
176,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,0.0002,NA,NA,NA,NA,NA,24,Coefficient for L4.Temperature squared with five lags; t-statistic (0.77)
177,GDPpc Growth,Below median GDPpc,Unspecified,2021,No CC,%,-0.0003,NA,NA,NA,NA,NA,24,Coefficient for L5.Temperature squared with five lags; t-statistic (-1.59)
178,Damage Persistence,Below median GDPpc,Unspecified,2021,No CC,%,100.00,NA,NA,NA,NA,NA,24,Resulting ρ (damage persistence) with no lags
179,Damage Persistence,Below median GDPpc,Unspecified,2021,No CC,%,42.48,NA,NA,NA,NA,NA,24,Resulting ρ (damage persistence) with one lag
180,Damage Persistence,Below median GDPpc,Unspecified,2021,No CC,%,-16.29,NA,NA,NA,NA,NA,24,Resulting ρ (damage persistence) with two lags
181,Damage Persistence,Below median GDPpc,Unspecified,2021,No CC,%,-15.89,NA,NA,NA,NA,NA,24,Resulting ρ (damage persistence) with three lags
182,Damage Persistence,Below median GDPpc,Unspecified,2021,No CC,%,-69.83,NA,NA,NA,NA,NA,24,Resulting ρ (damage persistence) with four lags
183,Damage Persistence,Below median GDPpc,Unspecified,2021,No CC,%,-94.29,NA,NA,NA,NA,NA,24,Resulting ρ (damage persistence) with five lags
184,GDP per capita growth,Below GDP per capita median,Unfiltered,2021,NA,NA,0.025169,NA,5%,-62.78,95%,164.32,Page 26,p-value for temperature squared is not significant.
185,GDP per capita growth,Below GDP per capita median,3 year filter,2021,NA,NA,0.031177,NA,5%,84.12,95%,164.32,Page 26,Temperature squared significant at p<0.05.
186,GDP per capita growth,Below GDP per capita median,5 year filter,2021,NA,NA,0.019792,NA,5%,-62.78,95%,155.72,Page 26,Temperature effects are non-significant.
187,GDP per capita growth,Below GDP per capita median,10 year filter,2021,NA,NA,0.034540,NA,5%,-296.33,95%,340.61,Page 26,Temperature effects are non-significant.
188,GDP per capita growth,Above GDP per capita median,Unfiltered,2021,NA,NA,0.008412,NA,5%,-70.72,95%,97.68,Page 26,Temperature squared significant at p<0.05.
189,GDP per capita growth,Above GDP per capita median,3 year filter,2021,NA,NA,0.006184,NA,5%,-70.72,95%,97.68,Page 26,Temperature squared is not significant.
190,GDP per capita growth,Above GDP per capita median,5 year filter,2021,NA,NA,0.004519,NA,5%,-248.19,95%,106.27,Page 26,Temperature effects are non-significant.
191,GDP per capita growth,Above GDP per capita median,10 year filter,2021,NA,NA,0.000073,NA,5%,-631.26,95%,117.74,Page 26,Temperature effects are non-significant.
