,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes
180,GDP Share,IND,"Optimal, 6x damage",2100,2017,%,3.90,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
181,GDP Share,IND,"BAU, 6x damage",2150,2017,%,2.41,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
182,GDP Share,IND,"Optimal, 6x damage",2150,2017,%,3.62,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
183,GDP Share,RUS,"BAU, 6x damage",2050,2017,%,-0.96,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
184,GDP Share,RUS,"Optimal, 6x damage",2050,2017,%,-1.18,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
185,GDP Share,RUS,"BAU, 6x damage",2100,2017,%,-1.46,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
186,GDP Share,RUS,"Optimal, 6x damage",2100,2017,%,-1.40,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
187,GDP Share,RUS,"BAU, 6x damage",2150,2017,%,-1.60,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
188,GDP Share,RUS,"Optimal, 6x damage",2150,2017,%,-1.51,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
189,GDP Share,CND,"BAU, 6x damage",2050,2017,%,-0.35,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
190,GDP Share,CND,"Optimal, 6x damage",2050,2017,%,-0.40,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
191,GDP Share,CND,"BAU, 6x damage",2100,2017,%,-0.88,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
192,GDP Share,CND,"Optimal, 6x damage",2100,2017,%,-1.00,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
193,GDP Share,CND,"BAU, 6x damage",2150,2017,%,-0.93,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
194,GDP Share,CND,"Optimal, 6x damage",2150,2017,%,-1.08,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
195,GDP Share,EEU,"BAU, 6x damage",2050,2017,%,-0.16,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
196,GDP Share,EEU,"Optimal, 6x damage",2050,2017,%,-0.13,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
197,GDP Share,EEU,"BAU, 6x damage",2100,2017,%,-0.25,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
198,GDP Share,EEU,"Optimal, 6x damage",2100,2017,%,-0.21,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
199,GDP Share,EEU,"BAU, 6x damage",2150,2017,%,-0.27,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
200,GDP Share,EEU,"Optimal, 6x damage",2150,2017,%,-0.23,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
201,GDP Share,SAP,"BAU, 6x damage",2050,2017,%,0.68,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
202,GDP Share,SAP,"Optimal, 6x damage",2050,2017,%,0.85,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
203,GDP Share,SAP,"BAU, 6x damage",2100,2017,%,0.13,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
204,GDP Share,SAP,"Optimal, 6x damage",2100,2017,%,0.42,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
205,GDP Share,SAP,"BAU, 6x damage",2150,2017,%,-0.34,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
206,GDP Share,SAP,"Optimal, 6x damage",2150,2017,%,0.01,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
207,GDP Share,BRA,"BAU, 6x damage",2050,2017,%,-0.40,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
208,GDP Share,BRA,"Optimal, 6x damage",2050,2017,%,-0.23,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
209,GDP Share,BRA,"BAU, 6x damage",2100,2017,%,-1.31,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
210,GDP Share,BRA,"Optimal, 6x damage",2100,2017,%,-1.21,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
211,GDP Share,BRA,"BAU, 6x damage",2150,2017,%,-1.54,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
212,GDP Share,BRA,"Optimal, 6x damage",2150,2017,%,-1.47,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
213,GDP Share,MEX,"BAU, 6x damage",2050,2017,%,-0.27,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
214,GDP Share,MEX,"Optimal, 6x damage",2050,2017,%,-0.26,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
215,GDP Share,MEX,"BAU, 6x damage",2100,2017,%,-1.00,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
216,GDP Share,MEX,"Optimal, 6x damage",2100,2017,%,-1.00,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
217,GDP Share,MEX,"BAU, 6x damage",2150,2017,%,-1.14,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
218,GDP Share,MEX,"Optimal, 6x damage",2150,2017,%,-1.14,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
219,GDP Share,SAF,"BAU, 6x damage",2050,2017,%,0.00,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
220,GDP Share,SAF,"Optimal, 6x damage",2050,2017,%,-0.01,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
221,GDP Share,SAF,"BAU, 6x damage",2100,2017,%,-0.19,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
222,GDP Share,SAF,"Optimal, 6x damage",2100,2017,%,-0.19,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
223,GDP Share,SAF,"BAU, 6x damage",2150,2017,%,-0.26,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
224,GDP Share,SAF,"Optimal, 6x damage",2150,2017,%,-0.24,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
225,GDP Share,MENA,"BAU, 6x damage",2050,2017,%,0.98,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
226,GDP Share,MENA,"Optimal, 6x damage",2050,2017,%,1.22,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
227,GDP Share,MENA,"BAU, 6x damage",2100,2017,%,-0.70,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
228,GDP Share,MENA,"Optimal, 6x damage",2100,2017,%,-0.72,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
229,GDP Share,MENA,"BAU, 6x damage",2150,2017,%,-1.68,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
230,GDP Share,MENA,"Optimal, 6x damage",2150,2017,%,-1.38,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
231,GDP Share,SLA,"BAU, 6x damage",2050,2017,%,-0.53,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
232,GDP Share,SLA,"Optimal, 6x damage",2050,2017,%,-0.47,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
233,GDP Share,SLA,"BAU, 6x damage",2100,2017,%,-1.66,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
234,GDP Share,SLA,"Optimal, 6x damage",2100,2017,%,-1.60,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
235,GDP Share,SLA,"BAU, 6x damage",2150,2017,%,-1.90,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
236,GDP Share,SLA,"Optimal, 6x damage",2150,2017,%,-1.86,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
237,GDP Share,SSA,"BAU, 6x damage",2050,2017,%,0.57,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
238,GDP Share,SSA,"Optimal, 6x damage",2050,2017,%,0.67,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
239,GDP Share,SSA,"BAU, 6x damage",2100,2017,%,0.46,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
240,GDP Share,SSA,"Optimal, 6x damage",2100,2017,%,0.56,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
241,GDP Share,SSA,"BAU, 6x damage",2150,2017,%,0.32,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
242,GDP Share,SSA,"Optimal, 6x damage",2150,2017,%,0.47,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
243,GDP Share,SOV,"BAU, 6x damage",2050,2017,%,0.13,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
244,GDP Share,SOV,"Optimal, 6x damage",2050,2017,%,0.10,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
245,GDP Share,SOV,"BAU, 6x damage",2100,2017,%,0.10,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
246,GDP Share,SOV,"Optimal, 6x damage",2100,2017,%,0.03,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
247,GDP Share,SOV,"BAU, 6x damage",2150,2017,%,-0.04,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
248,GDP Share,SOV,"Optimal, 6x damage",2150,2017,%,-0.02,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
249,GDP Share,GBR,"BAU, 6x damage",2050,2017,%,-0.54,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
250,GDP Share,GBR,"Optimal, 6x damage",2050,2017,%,-0.69,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
251,GDP Share,GBR,"BAU, 6x damage",2100,2017,%,-1.33,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
252,GDP Share,GBR,"Optimal, 6x damage",2100,2017,%,-1.64,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
253,GDP Share,GBR,"BAU, 6x damage",2150,2017,%,-1.50,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
254,GDP Share,GBR,"Optimal, 6x damage",2150,2017,%,-1.84,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
255,GDP Share,ANZ,"BAU, 6x damage",2050,2017,%,-0.16,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
256,GDP Share,ANZ,"Optimal, 6x damage",2050,2017,%,-0.16,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
257,GDP Share,ANZ,"BAU, 6x damage",2100,2017,%,-0.65,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
258,GDP Share,ANZ,"Optimal, 6x damage",2100,2017,%,-0.71,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
259,GDP Share,ANZ,"BAU, 6x damage",2150,2017,%,-0.75,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
260,GDP Share,ANZ,"Optimal, 6x damage",2150,2017,%,-0.79,NA,NA,NA,NA,NA,24,Change in GDP share as a percentage of world GDP
261,Social Cost of Carbon,India,6x damage scenario BAU,2017,No CC,USD,10.58,NA,NA,NA,NA,NA,26,Regional SCC
262,Social Cost of Carbon,Brazil,6x damage scenario BAU,2017,No CC,USD,3.12,NA,NA,NA,NA,NA,26,Regional SCC
263,Social Cost of Carbon,Global,6x damage scenario BAU,2017,No CC,USD,111.69,NA,NA,NA,NA,NA,26,Regional SCC
264,Emissions,Global,6x damage scenario,2250,No CC,GtCO2,17,NA,NA,NA,NA,NA,Page 27,Collective year-2250 emissions by other regions increased by 17% under a $100 Chinese-only carbon tax.
265,Emissions,Global,6x damage scenario,2250,No CC,GtCO2,43,NA,NA,NA,NA,NA,Page 27,"Other regions increase cumulative CO2 emissions by 43% under a $100 carbon tax imposed by the USA, WEU, GBR, JSHK, and China."
266,Emissions,Global,6x damage scenario,2250,No CC,GtCO2,78,NA,NA,NA,NA,NA,Page 27,China increases cumulative emissions by 78% if all other regions apart from China impose a carbon tax.
267,UWI gains,Global (excl. China),6x damage scenario,2040,No CC,percent,-1.5,NA,NA,NA,NA,NA,Page 27,Delaying implementation of the optimal UWI tax until 2040 reduces UWI gains from 4.3 to 2.8 percent.
268,UWI gains,Global (excl. China),6x damage scenario,2020,No CC,percent,-0.5,NA,NA,NA,NA,NA,Page 27,Delaying implementation of UWI tax until 2040 reduces the 1x damage UWI gains from 0.6 to 0.5 percent.
269,UWI gains,Global (excl. China),4x damage scenario,2020,No CC,percent,-1.0,NA,NA,NA,NA,NA,Page 27,UWI gains drop from 3.0 to 2.0 percent due to delay in carbon tax implementation.
270,UWI gains,Global (excl. China),2x damage scenario,2020,No CC,percent,-0.4,NA,NA,NA,NA,NA,Page 27,UWI gains reduce from 1.4 to 1.0 percent due to delay in carbon tax implementation.
271,UWI gains,Global (excl. China),6x damage scenario,2020,No CC,percent,-0.5,NA,NA,NA,NA,NA,Page 27,"If China waits 20 years, UWI gains decrease from 4.3 to 3.8 percent."
272,UWI gains,Global (excl. China),4x damage scenario,2020,No CC,percent,-0.3,NA,NA,NA,NA,NA,Page 27,"If China waits 20 years, UWI gain reduces from 3.0 percent to 2.7 percent."
273,GDP,India,BAU,2200,No CC,percent,-43.9,NA,NA,NA,NA,NA,28,Peak GDP regional losses under the 'high damage scenario'
274,GDP,SSA,BAU,2200,No CC,percent,-30,NA,NA,NA,NA,NA,28,Peak GDP regional losses under the 'high damage scenario'; approximate value
275,GDP,SLA,BAU,2200,No CC,percent,-30,NA,NA,NA,NA,NA,28,Peak GDP regional losses under the 'high damage scenario'; approximate value
276,GDP,MENA,BAU,2200,No CC,percent,-30,NA,NA,NA,NA,NA,28,Peak GDP regional losses under the 'high damage scenario'; approximate value
277,GDP,Brazil,BAU,2200,No CC,percent,-30,NA,NA,NA,NA,NA,28,Peak GDP regional losses under the 'high damage scenario'; approximate value
278,GDP,SAP,BAU,2200,No CC,percent,-30,NA,NA,NA,NA,NA,28,Peak GDP regional losses under the 'high damage scenario'; approximate value
279,GDP,US,BAU,2200,No CC,percent,-17.1,NA,NA,NA,NA,NA,28,Peak GDP regional losses under the 'high damage scenario'
280,GDP,Russia,BAU,2200,No CC,percent,3.9,NA,NA,NA,NA,NA,28,Peak output gain
281,GDP,Canada,BAU,2200,No CC,percent,2.6,NA,NA,NA,NA,NA,28,Peak output gain
282,Welfare Gain,Global,UWI,2200,BAU,percent,4.3,NA,NA,NA,NA,NA,28,Consumption equivalent
283,Welfare Gain,Global,UWIF,2200,BAU,percent,7.7,NA,NA,NA,NA,NA,28,
284,Tax on Lifetime Consumption,India,UWIF,2200,BAU,percent,-38.2,NA,NA,NA,NA,NA,28,
285,Tax on Lifetime Consumption,India,UWI,2200,BAU,percent,-39.9,NA,NA,NA,NA,NA,28,
286,Welfare Gain,Global,UWIL,2200,BAU,percent,4.0,NA,NA,NA,NA,NA,28,
287,Welfare Gain,India,UWIL,2200,BAU,percent,35.6,NA,NA,NA,NA,NA,28,
288,Carbon Tax,Global,UWIL,2024,No Carbon Tax,dollar per ton CO2,91.4,NA,NA,NA,NA,NA,28,"Starts at this value, rising at roughly 1.5% per year"
289,Temperature Rise,Global,BAU,2200,Pre-industrial,degrees Celsius,3.7,NA,NA,NA,NA,NA,28,"Peak temperature rise, approximate value"
290,Temperature Rise,Global,UWIL,2200,Pre-industrial,degrees Celsius,2.1,NA,NA,NA,NA,NA,28,Peak temperature rise
291,GDP,Global,UWIL,2200,No CC,percent,-9.2,NA,NA,NA,NA,NA,28,Peak global damages
292,GDP,India,UWIL,2200,No CC,percent,-27.5,NA,NA,NA,NA,NA,28,Peak damages
293,GDP,India,BAU,2200,No CC,percent,-43.9,NA,NA,NA,NA,NA,28,Peak damages
294,GDP,ANZ,BAU,2017,US,index,7.85,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
295,Energy Consumption,ANZ,BAU,2017,US,index,7.16,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
296,CO2 emissions,ANZ,BAU,2017,US,index,8.41,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
297,GDP,BRA,BAU,2017,US,index,10.57,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
298,Energy Consumption,BRA,BAU,2017,US,index,12.87,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
299,CO2 emissions,BRA,BAU,2017,US,index,10.28,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
300,GDP,CND,BAU,2017,US,index,8.47,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
301,Energy Consumption,CND,BAU,2017,US,index,15.41,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
302,CO2 emissions,CND,BAU,2017,US,index,12.01,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
303,GDP,CHI,BAU,2017,US,index,62.29,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
304,Energy Consumption,CHI,BAU,2017,US,index,142.65,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
305,CO2 emissions,CHI,BAU,2017,US,index,195.75,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
306,GDP,EEU,BAU,2017,US,index,1.33,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
307,Energy Consumption,EEU,BAU,2017,US,index,5.89,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
308,CO2 emissions,EEU,BAU,2017,US,index,5.96,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
309,GDP,GBR,BAU,2017,US,index,13.70,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
310,Energy Consumption,GBR,BAU,2017,US,index,8.41,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
311,CO2 emissions,GBR,BAU,2017,US,index,7.75,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
312,GDP,IND,BAU,2017,US,index,13.60,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
313,Energy Consumption,IND,BAU,2017,US,index,31.18,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
314,CO2 emissions,IND,BAU,2017,US,index,42.79,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
315,GDP,JSHK,BAU,2017,US,index,36.28,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
316,Energy Consumption,JSHK,BAU,2017,US,index,37.75,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
317,CO2 emissions,JSHK,BAU,2017,US,index,44.67,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
318,GDP,MENA,BAU,2017,US,index,21.65,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
319,Energy Consumption,MENA,BAU,2017,US,index,56.05,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
320,CO2 emissions,MENA,BAU,2017,US,index,60.74,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
321,GDP,MEX,BAU,2017,US,index,5.95,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
322,Energy Consumption,MEX,BAU,2017,US,index,8.09,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
323,CO2 emissions,MEX,BAU,2017,US,index,8.75,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
324,GDP,RUS,BAU,2017,US,index,8.11,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
325,Energy Consumption,RUS,BAU,2017,US,index,33.59,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
326,CO2 emissions,RUS,BAU,2017,US,index,34.30,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
327,GDP,SAF,BAU,2017,US,index,1.80,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
328,Energy Consumption,SAF,BAU,2017,US,index,5.81,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
329,CO2 emissions,SAF,BAU,2017,US,index,8.81,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
330,GDP,SAP,BAU,2017,US,index,12.83,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
331,Energy Consumption,SAP,BAU,2017,US,index,20.81,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
332,CO2 emissions,SAP,BAU,2017,US,index,24.69,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
333,GDP,SLA,BAU,2017,US,index,10.72,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
334,Energy Consumption,SLA,BAU,2017,US,index,15.79,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
335,CO2 emissions,SLA,BAU,2017,US,index,14.52,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
336,GDP,SOV,BAU,2017,US,index,1.85,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
337,Energy Consumption,SOV,BAU,2017,US,index,9.06,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
338,CO2 emissions,SOV,BAU,2017,US,index,10.53,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
339,GDP,SSA,BAU,2017,US,index,5.13,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
340,Energy Consumption,SSA,BAU,2017,US,index,4.94,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
341,CO2 emissions,SSA,BAU,2017,US,index,4.90,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
342,GDP,US,BAU,2017,US,index,100.00,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
343,Energy Consumption,US,BAU,2017,US,index,100.00,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
344,CO2 emissions,US,BAU,2017,US,index,100.00,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
345,GDP,WEU,BAU,2017,US,index,81.79,NA,NA,NA,NA,NA,Page 29,GDP relative to the US in 2017
346,Energy Consumption,WEU,BAU,2017,US,index,67.98,NA,NA,NA,NA,NA,Page 29,Energy consumption relative to the US in 2017
347,CO2 emissions,WEU,BAU,2017,US,index,63.20,NA,NA,NA,NA,NA,Page 29,CO2 emissions relative to the US in 2017
348,Social Cost of Carbon,USA,BAU,2017,No CC,$ per ton of CO2,3.95,NA,NA,NA,NA,NA,Page 30,
349,Social Cost of Carbon,USA,BAU,2025,No CC,$ per ton of CO2,4.53,NA,NA,NA,NA,NA,Page 30,
350,Social Cost of Carbon,USA,BAU,2050,No CC,$ per ton of CO2,6.16,NA,NA,NA,NA,NA,Page 30,
351,Social Cost of Carbon,USA,BAU,2100,No CC,$ per ton of CO2,16.56,NA,NA,NA,NA,NA,Page 30,
352,Social Cost of Carbon,USA,UWI,2017,No CC,$ per ton of CO2,3.84,NA,NA,NA,NA,NA,Page 30,
353,Social Cost of Carbon,USA,UWI,2025,No CC,$ per ton of CO2,4.37,NA,NA,NA,NA,NA,Page 30,
354,Social Cost of Carbon,USA,UWI,2050,No CC,$ per ton of CO2,5.95,NA,NA,NA,NA,NA,Page 30,
355,Social Cost of Carbon,USA,UWI,2100,No CC,$ per ton of CO2,15.71,NA,NA,NA,NA,NA,Page 30,
356,Social Cost of Carbon,USA,2x BAU,2017,No CC,$ per ton of CO2,7.83,NA,NA,NA,NA,NA,Page 30,
357,Social Cost of Carbon,USA,2x BAU,2025,No CC,$ per ton of CO2,8.91,NA,NA,NA,NA,NA,Page 30,
358,Social Cost of Carbon,USA,2x BAU,2050,No CC,$ per ton of CO2,11.99,NA,NA,NA,NA,NA,Page 30,
359,Social Cost of Carbon,USA,2x BAU,2100,No CC,$ per ton of CO2,31.79,NA,NA,NA,NA,NA,Page 30,
360,Social Cost of Carbon,USA,2x UWI,2017,No CC,$ per ton of CO2,6.97,NA,NA,NA,NA,NA,Page 30,
361,Social Cost of Carbon,USA,2x UWI,2025,No CC,$ per ton of CO2,7.78,NA,NA,NA,NA,NA,Page 30,
362,Social Cost of Carbon,USA,2x UWI,2050,No CC,$ per ton of CO2,10.07,NA,NA,NA,NA,NA,Page 30,
363,Social Cost of Carbon,USA,2x UWI,2100,No CC,$ per ton of CO2,24.13,NA,NA,NA,NA,NA,Page 30,
364,Social Cost of Carbon,USA,4x BAU,2017,No CC,$ per ton of CO2,15.29,NA,NA,NA,NA,NA,Page 30,
365,Social Cost of Carbon,USA,4x BAU,2025,No CC,$ per ton of CO2,17.17,NA,NA,NA,NA,NA,Page 30,
366,Social Cost of Carbon,USA,4x BAU,2050,No CC,$ per ton of CO2,22.62,NA,NA,NA,NA,NA,Page 30,
367,Social Cost of Carbon,USA,4x BAU,2100,No CC,$ per ton of CO2,58.56,NA,NA,NA,NA,NA,Page 30,
368,Social Cost of Carbon,USA,4x UWI,2017,No CC,$ per ton of CO2,12.62,NA,NA,NA,NA,NA,Page 30,
369,Social Cost of Carbon,USA,4x UWI,2025,No CC,$ per ton of CO2,13.73,NA,NA,NA,NA,NA,Page 30,
370,Social Cost of Carbon,USA,4x UWI,2050,No CC,$ per ton of CO2,17.07,NA,NA,NA,NA,NA,Page 30,
371,Social Cost of Carbon,USA,4x UWI,2100,No CC,$ per ton of CO2,38.11,NA,NA,NA,NA,NA,Page 30,
372,Social Cost of Carbon,USA,6x BAU,2017,No CC,$ per ton of CO2,22.29,NA,NA,NA,NA,NA,Page 30,
373,Social Cost of Carbon,USA,6x BAU,2025,No CC,$ per ton of CO2,24.71,NA,NA,NA,NA,NA,Page 30,
374,Social Cost of Carbon,USA,6x BAU,2050,No CC,$ per ton of CO2,31.90,NA,NA,NA,NA,NA,Page 30,
375,Social Cost of Carbon,USA,6x BAU,2100,No CC,$ per ton of CO2,80.96,NA,NA,NA,NA,NA,Page 30,
376,Social Cost of Carbon,USA,6x UWI,2017,No CC,$ per ton of CO2,17.63,NA,NA,NA,NA,NA,Page 30,
377,Social Cost of Carbon,USA,6x UWI,2025,No CC,$ per ton of CO2,18.82,NA,NA,NA,NA,NA,Page 30,
378,Social Cost of Carbon,USA,6x UWI,2050,No CC,$ per ton of CO2,22.93,NA,NA,NA,NA,NA,Page 30,
379,Social Cost of Carbon,USA,6x UWI,2100,No CC,$ per ton of CO2,49.15,NA,NA,NA,NA,NA,Page 30,
380,Social Cost of Carbon,Global,"6x case, BAU",2100,No CC,$ per ton of CO2,490.15,NA,NA,NA,NA,NA,Page 33,"The table reports the social cost of carbon for different scenarios, regions, and years. The global social cost of carbon in 2100 under the '6x case, BAU' scenario is reported as $490.15 per ton of CO2."
381,SCC,Global,"6x case, UWI",2100,No CC,$ per ton of CO2,349.26,NA,NA,NA,NA,NA,Page 33,"The table provides social cost of carbon for varying scenarios, highlighting the global cost in 2100 for '6x case, UWI' as $349.26 per ton of CO2."
