,Outcome,Region,Scenario,Year,Relative to,Units,Value,SD,Low Quantile,Low Value,High Quantile,High Value,Result Source,More Notes,sourcematerial
92,Urban drainage,United States,Proactive,2090,No CC,billion USD per year,4.2,NA,2.5%,3.2,97.5%,5.0,Page 14,Costs of urban drainage infrastructure,"The study utilizes the reduced-complexity model, the Framework for Evaluating Damages and Impacts (FrEDI), to project impacts across 10000 future scenarios through 2300. The analysis is performed using the FrEDI model, which calculates climate-driven damages by integrating randomly sampled scenarios of emissions, population, and GDP over time from the RFF-SPs. FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages. The analysis projects damages based on temperature/sea level rise, damage functions, and sector-specific scalars, resulting in annual estimates. Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that the majority of annual long-term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually).; Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections.; Various studies and approaches discussed, with emphasis on evaluating climate change impacts.""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Page 14: ""Changes in crop yields (wheat, cotton, soybean, maize), coastal property value, power sector costs, transmission/distribution infrastructure damage, hot and cold temperatures, high-tide flooding, riverine flooding, work hours lost, thermally available habitat for commercial fish species, ozone and fine particulate matter exposure, property and violent crimes, temperature-induced track buckling, road surface quality, fine and coarse dust particle exposure, hurricane wind damage, urban drainage infrastructure needs, water quality changes, wildfire emissions, alpine recreation revenue, and Valley Fever.""; Page 14: ""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario.""; Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.; FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages.; Page 1: ""FrEDI currently includes 20 impact sectors for which damages are modeled as functions of a climate driver (CONUS temperature or sea level rise), US GDP, and regional population."" Page 5: ""FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector...""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."" ; FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector, but scenarios beyond these are not considered... Total damages in these sectors are sensitive to adaptation assumptions, indicating that adaptation has the capacity to both exacerbate and ameliorate future climate-driven damages, with the latter being more common."" Page 14: ""Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates.""; ""Coastal properties show drastically increasing damage trends. Many sectors exhibit consistent upward trends, indicating worsening impacts of climate change."";""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" ""Various studies and approaches discussed, with emphasis on evaluating climate change impacts."" ""Evaluation overview: ""annual long-term climate damages across 20 impact sectors, seven CONUS regions, multiple adaptation scenarios, and socially vulnerable populations (Fig. 1, Output 2)."" Page 1: ""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" Page 14: Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."""
93,Water quality,United States,No Add,2090,No CC,billion USD per year,2.0,NA,2.5%,0.83,97.5%,3.8,Page 14,Willingness to pay to avoid water quality changes,"The study utilizes the reduced-complexity model, the Framework for Evaluating Damages and Impacts (FrEDI), to project impacts across 10000 future scenarios through 2300. The analysis is performed using the FrEDI model, which calculates climate-driven damages by integrating randomly sampled scenarios of emissions, population, and GDP over time from the RFF-SPs. FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages. The analysis projects damages based on temperature/sea level rise, damage functions, and sector-specific scalars, resulting in annual estimates. Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that the majority of annual long-term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually).; Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections.; Various studies and approaches discussed, with emphasis on evaluating climate change impacts.""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Page 14: ""Changes in crop yields (wheat, cotton, soybean, maize), coastal property value, power sector costs, transmission/distribution infrastructure damage, hot and cold temperatures, high-tide flooding, riverine flooding, work hours lost, thermally available habitat for commercial fish species, ozone and fine particulate matter exposure, property and violent crimes, temperature-induced track buckling, road surface quality, fine and coarse dust particle exposure, hurricane wind damage, urban drainage infrastructure needs, water quality changes, wildfire emissions, alpine recreation revenue, and Valley Fever.""; Page 14: ""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario.""; Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.; FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages.; Page 1: ""FrEDI currently includes 20 impact sectors for which damages are modeled as functions of a climate driver (CONUS temperature or sea level rise), US GDP, and regional population."" Page 5: ""FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector...""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."" ; FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector, but scenarios beyond these are not considered... Total damages in these sectors are sensitive to adaptation assumptions, indicating that adaptation has the capacity to both exacerbate and ameliorate future climate-driven damages, with the latter being more common."" Page 14: ""Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates.""; ""Coastal properties show drastically increasing damage trends. Many sectors exhibit consistent upward trends, indicating worsening impacts of climate change."";""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" ""Various studies and approaches discussed, with emphasis on evaluating climate change impacts."" ""Evaluation overview: ""annual long-term climate damages across 20 impact sectors, seven CONUS regions, multiple adaptation scenarios, and socially vulnerable populations (Fig. 1, Output 2)."" Page 1: ""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" Page 14: Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."""
94,Wildfire air qual,United States,No Add,2090,No CC,billion USD per year,51,NA,2.5%,8.1,97.5%,210,Page 14,Mortality from wildfire emission exposure,"The study utilizes the reduced-complexity model, the Framework for Evaluating Damages and Impacts (FrEDI), to project impacts across 10000 future scenarios through 2300. The analysis is performed using the FrEDI model, which calculates climate-driven damages by integrating randomly sampled scenarios of emissions, population, and GDP over time from the RFF-SPs. FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages. The analysis projects damages based on temperature/sea level rise, damage functions, and sector-specific scalars, resulting in annual estimates. Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that the majority of annual long-term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually).; Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections.; Various studies and approaches discussed, with emphasis on evaluating climate change impacts.""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Page 14: ""Changes in crop yields (wheat, cotton, soybean, maize), coastal property value, power sector costs, transmission/distribution infrastructure damage, hot and cold temperatures, high-tide flooding, riverine flooding, work hours lost, thermally available habitat for commercial fish species, ozone and fine particulate matter exposure, property and violent crimes, temperature-induced track buckling, road surface quality, fine and coarse dust particle exposure, hurricane wind damage, urban drainage infrastructure needs, water quality changes, wildfire emissions, alpine recreation revenue, and Valley Fever.""; Page 14: ""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario.""; Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.; FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages.; Page 1: ""FrEDI currently includes 20 impact sectors for which damages are modeled as functions of a climate driver (CONUS temperature or sea level rise), US GDP, and regional population."" Page 5: ""FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector...""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."" ; FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector, but scenarios beyond these are not considered... Total damages in these sectors are sensitive to adaptation assumptions, indicating that adaptation has the capacity to both exacerbate and ameliorate future climate-driven damages, with the latter being more common."" Page 14: ""Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates.""; ""Coastal properties show drastically increasing damage trends. Many sectors exhibit consistent upward trends, indicating worsening impacts of climate change."";""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" ""Various studies and approaches discussed, with emphasis on evaluating climate change impacts."" ""Evaluation overview: ""annual long-term climate damages across 20 impact sectors, seven CONUS regions, multiple adaptation scenarios, and socially vulnerable populations (Fig. 1, Output 2)."" Page 1: ""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" Page 14: Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."""
95,Winter recreation,United States,Adaptation,2090,No CC,billion USD per year,2.0,NA,2.5%,0.83,97.5%,3.7,Page 14,Revenue lost from skiing and snowmobiling,"The study utilizes the reduced-complexity model, the Framework for Evaluating Damages and Impacts (FrEDI), to project impacts across 10000 future scenarios through 2300. The analysis is performed using the FrEDI model, which calculates climate-driven damages by integrating randomly sampled scenarios of emissions, population, and GDP over time from the RFF-SPs. FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages. The analysis projects damages based on temperature/sea level rise, damage functions, and sector-specific scalars, resulting in annual estimates. Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that the majority of annual long-term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually).; Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections.; Various studies and approaches discussed, with emphasis on evaluating climate change impacts.""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Page 14: ""Changes in crop yields (wheat, cotton, soybean, maize), coastal property value, power sector costs, transmission/distribution infrastructure damage, hot and cold temperatures, high-tide flooding, riverine flooding, work hours lost, thermally available habitat for commercial fish species, ozone and fine particulate matter exposure, property and violent crimes, temperature-induced track buckling, road surface quality, fine and coarse dust particle exposure, hurricane wind damage, urban drainage infrastructure needs, water quality changes, wildfire emissions, alpine recreation revenue, and Valley Fever.""; Page 14: ""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario.""; Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.; FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages.; Page 1: ""FrEDI currently includes 20 impact sectors for which damages are modeled as functions of a climate driver (CONUS temperature or sea level rise), US GDP, and regional population."" Page 5: ""FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector...""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."" ; FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector, but scenarios beyond these are not considered... Total damages in these sectors are sensitive to adaptation assumptions, indicating that adaptation has the capacity to both exacerbate and ameliorate future climate-driven damages, with the latter being more common."" Page 14: ""Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates.""; ""Coastal properties show drastically increasing damage trends. Many sectors exhibit consistent upward trends, indicating worsening impacts of climate change."";""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" ""Various studies and approaches discussed, with emphasis on evaluating climate change impacts."" ""Evaluation overview: ""annual long-term climate damages across 20 impact sectors, seven CONUS regions, multiple adaptation scenarios, and socially vulnerable populations (Fig. 1, Output 2)."" Page 1: ""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" Page 14: Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."""
96,Valley Fever,United States,No Add,2090,No CC,billion USD per year,14,NA,2.5%,2.0,97.5%,58,Page 14,Mortality and morbidity from Valley Fever,"The study utilizes the reduced-complexity model, the Framework for Evaluating Damages and Impacts (FrEDI), to project impacts across 10000 future scenarios through 2300. The analysis is performed using the FrEDI model, which calculates climate-driven damages by integrating randomly sampled scenarios of emissions, population, and GDP over time from the RFF-SPs. FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages. The analysis projects damages based on temperature/sea level rise, damage functions, and sector-specific scalars, resulting in annual estimates. Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that the majority of annual long-term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually).; Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections.; Various studies and approaches discussed, with emphasis on evaluating climate change impacts.""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Page 14: ""Changes in crop yields (wheat, cotton, soybean, maize), coastal property value, power sector costs, transmission/distribution infrastructure damage, hot and cold temperatures, high-tide flooding, riverine flooding, work hours lost, thermally available habitat for commercial fish species, ozone and fine particulate matter exposure, property and violent crimes, temperature-induced track buckling, road surface quality, fine and coarse dust particle exposure, hurricane wind damage, urban drainage infrastructure needs, water quality changes, wildfire emissions, alpine recreation revenue, and Valley Fever.""; Page 14: ""Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario.""; Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.; FrEDI computes differential impacts based on demographics at the census tract level, using current demographic data and projected climate-driven damages.; Page 1: ""FrEDI currently includes 20 impact sectors for which damages are modeled as functions of a climate driver (CONUS temperature or sea level rise), US GDP, and regional population."" Page 5: ""FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector...""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."" ; FrEDI adaptation assumptions include “reactive”, “reasonably anticipated adaptation”, or “no additional adaptation” for each sector, but scenarios beyond these are not considered... Total damages in these sectors are sensitive to adaptation assumptions, indicating that adaptation has the capacity to both exacerbate and ameliorate future climate-driven damages, with the latter being more common."" Page 14: ""Table A1. National annual damage statistics (mean and 95% confidence interval) for the year 2090, in billions of 2020 USD, listed alphabetically by sector.""; ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates.""; ""Coastal properties show drastically increasing damage trends. Many sectors exhibit consistent upward trends, indicating worsening impacts of climate change."";""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" ""Various studies and approaches discussed, with emphasis on evaluating climate change impacts."" ""Evaluation overview: ""annual long-term climate damages across 20 impact sectors, seven CONUS regions, multiple adaptation scenarios, and socially vulnerable populations (Fig. 1, Output 2)."" Page 1: ""Sectoral damages exhibit significant sensitivity to assumptions in adaptation scenarios, highlighting uncertainty in projections."" Page 14: Analysis projects damages for the year 2090, considering different adaptation scenarios (e.g., no additional adaptation, reactive adaptation, reasonably anticipated adaptation, proactive adaptation) and one precursor emissions scenario."" ""Table A1 lists sectors alphabetically, impact type, adaptation scenario, and confidence intervals for the damage estimates."""
97,National Damages,United States,RFF-SP,2090,No CC,USD,2900000000000,NA,5%,510000000000,95%,12000000000000,sourcematerial,Mean climate-driven damages by 2090.,"sourcematerial: Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that for the analyzed sectors the majority of annual long-Term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-Term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually)."
98,Damages per capita,Southeast,RFF-SP,2090,No CC,USD per person annually,9300,NA,5%,1800,95%,37000,sourcematerial,Mean climate-driven damages per capita by 2090.,"sourcematerial: Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that for the analyzed sectors the majority of annual long-Term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-Term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually)."
99,Damages per capita,Southwest,RFF-SP,2090,No CC,USD per person annually,6300,NA,5%,840,95%,27000,sourcematerial,Mean climate-driven damages per capita by 2090.,"sourcematerial: Results from FrEDI show that net national damages increase overtime, with mean climate-driven damages estimated to reach USD 2.9 trillion (95 % confidence interval (CI): USD 510 billion to USD 12 trillion) annually by 2090. Detailed FrEDI results show that for the analyzed sectors the majority of annual long-Term (e.g., 2090) damages are associated with climate change impacts to human health, including mortality attributable to climate-driven changes in temperature and air pollution (O3 and PM2.5) exposure. Regional results also show that annual long-Term climate-driven damages vary geographically. The Southeast (all regions are as defined in Fig. 5) is projected to experience the largest annual damages per capita (mean: USD 9300 per person annually; 95 % CI: USD 1800-USD 37 000 per person annually), whereas the smallest damages per capita are expected in the Southwest (mean: USD 6300 per person annually; 95 % CI: USD 840-USD 27 000 per person annually)."
100,Damages,Northern Plains,FrEDI,2090,No CC,millions of 2020 USD,45,NA,NA,NA,NA,NA,"Page 16, Fig A3","Includes sectors: Wildfire, Roads, Rail, Air Quality","
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Damages"",""Northern Plains"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""45"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Wildfire, Roads, Rail, Air Quality""
""Damages"",""Midwest"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""450"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Roads, Rail, Agriculture, Air Quality""
""Damages"",""Northeast"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""580"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Transportation & High Tide Flooding (HTF), Air Quality, Wind Damage""
""Damages"",""Southeast"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""810"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Roads, Labor, Coastal, Air Quality""
""Damages"",""Southern Plains"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""580"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Labor, Wind Damage, Roads""
""Damages"",""Northwest"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""90"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Wildfire, Air Quality, Roads""
""Damages"",""Southwest"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""530"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Dust, Transportation & HTF, Air Quality""
"
101,Damages,Midwest,FrEDI,2090,No CC,millions of 2020 USD,450,NA,NA,NA,NA,NA,"Page 16, Fig A3","Includes sectors: Roads, Rail, Agriculture, Air Quality","
""Outcome"",""Region"",""Scenario"",""Year"",""Relative to"",""Units"",""Value"",""SD"",""Low Quantile"",""Low Value"",""High Quantile"",""High Value"",""Result Source"",""More Notes""
""Damages"",""Northern Plains"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""45"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Wildfire, Roads, Rail, Air Quality""
""Damages"",""Midwest"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""450"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Roads, Rail, Agriculture, Air Quality""
""Damages"",""Northeast"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""580"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Transportation & High Tide Flooding (HTF), Air Quality, Wind Damage""
""Damages"",""Southeast"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""810"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Roads, Labor, Coastal, Air Quality""
""Damages"",""Southern Plains"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""580"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Labor, Wind Damage, Roads""
""Damages"",""Northwest"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""90"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Wildfire, Air Quality, Roads""
""Damages"",""Southwest"",""FrEDI"",""2090"",""No CC"",""millions of 2020 USD"",""530"",""NA"",""NA"",""NA"",""NA"",""NA"",""Page 16, Fig A3"",""Includes sectors: Dust, Transportation & HTF, Air Quality""
"
